IP,longitude,latitude,trace,trace_steps,last_router_delay,total_delay
180.161.227.205,121.465142,30.946214,"[{}, {}, {}, {'10.196.90.77': 1.333}, {'10.200.179.162': 1.333}, {'183.91.43.9': 1.333}, {}, {}, {'202.97.83.34': 27.348}, {}, {'101.95.94.6': 27.348}, {'101.95.36.14': 27.348}, {'180.161.227.205': 27.348}]",13,{'101.95.36.14': 31.382},113.391
180.167.218.162,121.423617,31.222134,"[{}, {}, {}, {'10.196.90.73': 1.374}, {'10.196.95.186': 1.374}, {'203.215.232.193': 1.588}, {'59.43.244.225': 3.099}, {}, {'59.43.38.185': 27.287}, {'59.43.130.201': 27.287}, {'101.95.89.73': 27.287}, {'101.95.89.74': 27.287}, {'61.129.147.2': 27.688}, {'180.167.218.161': 28.453}, {'180.167.218.162': 31.331}]",15,{'180.167.218.161': 28.453},204.055
183.195.197.9,121.275788,31.039648,"[{}, {}, {}, {'10.196.90.77': 1.039}, {'11.50.201.60': 1.039}, {'11.50.201.58': 1.039}, {'223.121.3.29': 1.707}, {'223.120.3.205': 3.137}, {'223.120.3.182': 30.684}, {'221.183.89.174': 31.625}, {'221.183.89.69': 31.625}, {}, {}, {'183.195.197.9': 35.958}]",14,-1,137.853
112.64.108.233,121.340649,31.297511,"[{}, {}, {'30.1.147.37': 1.023}, {'10.196.90.73': 1.023}, {'11.50.201.55': 1.023}, {'11.50.201.53': 1.023}, {'61.14.203.57': 3.511}, {}, {'202.77.23.29': 6.032}, {}, {'219.158.4.1': 6.032}, {}, {}, {}, {'139.226.225.50': 36.5}, {'112.64.108.233': 36.576}]",16,{'139.226.225.50': 36.5},92.743
180.167.56.206,121.328774,31.297085,"[{}, {}, {}, {'10.196.90.85': 1.051}, {'10.200.179.206': 1.051}, {'183.91.43.9': 1.051}, {'202.97.67.197': 24.036}, {}, {'59.43.39.129': 25.236}, {'59.43.22.5': 25.236}, {'101.95.89.113': 25.236}, {'101.95.89.78': 25.236}, {'61.129.147.74': 29.409}, {'180.167.56.205': 30.403}, {'180.167.56.206': 30.403}]",15,{'180.167.56.205': 31.957},218.348
180.161.148.198,121.699368,30.929322,"[{}, {}, {}, {'10.196.90.61': 1.347}, {'10.200.179.162': 1.541}, {'183.91.43.9': 1.541}, {}, {}, {'202.97.24.185': 25.63}, {'61.152.25.121': 26.552}, {}, {'101.95.94.6': 26.552}, {'124.74.127.174': 26.552}, {'180.161.148.198': 26.552}]",14,{'124.74.127.174': 27.286},136.267
183.193.108.166,121.354663,30.736581,"[{}, {}, {}, {'10.196.90.81': 0.748}, {'11.50.201.62': 0.748}, {'11.50.201.62': 0.748}, {}, {'223.120.3.205': 3.033}, {'223.120.3.178': 30.359}, {'221.183.89.174': 31.585}, {'221.183.89.69': 31.585}, {'221.183.89.50': 32.728}, {}, {'117.185.96.202': 35.011}, {'183.193.108.166': 39.393}]",15,{'117.185.96.202': 35.011},205.938
101.231.93.138,121.37344,31.054459,"[{}, {}, {}, {'10.196.90.85': 0.871}, {'10.200.179.206': 0.871}, {'183.91.43.9': 0.871}, {}, {}, {'59.43.247.233': 26.384}, {'59.43.130.217': 26.813}, {'101.95.89.89': 26.813}, {'101.95.89.86': 26.813}, {'61.129.147.194': 26.813}, {'101.231.93.137': 27.525}, {'101.231.93.138': 45.67}]",15,{'101.231.93.137': 27.525},209.444
124.74.107.110,121.439287,31.160445,"[{}, {}, {}, {'10.196.90.73': 0.913}, {'10.200.180.98': 0.913}, {'183.91.43.9': 0.913}, {'202.97.67.197': 23.934}, {}, {'202.97.24.193': 27.104}, {}, {}, {'124.74.107.109': 27.104}, {'124.74.107.110': 27.104}]",13,{'124.74.107.109': 28.222},107.985
180.158.24.84,121.393822,31.032524,"[{}, {}, {}, {'10.196.90.69': 1.326}, {'10.196.95.194': 1.326}, {}, {'202.97.25.229': 23.721}, {}, {'202.97.71.33': 24.514}, {'61.172.75.189': 25.41}, {'101.95.92.172': 27.804}, {'180.158.24.84': 27.804}]",12,{'101.95.92.172': 29.027},131.905
218.83.229.2,121.751456,30.911757,"[{}, {}, {}, {'10.196.90.73': 0.874}, {'10.200.180.98': 0.874}, {'183.91.43.9': 0.874}, {'202.97.116.41': 24.989}, {'202.97.12.193': 25.001}, {'202.97.50.165': 25.001}, {'101.95.89.33': 25.001}, {'101.95.89.42': 28.248}, {}, {'222.72.119.217': 28.248}, {'218.83.229.2': 32.071}]",14,{'222.72.119.217': 28.248},191.181
180.161.148.212,121.699865,30.929068,"[{}, {}, {}, {'10.196.90.73': 1.278}, {'10.196.95.186': 1.278}, {'203.215.232.193': 1.561}, {'202.97.111.61': 24.433}, {'202.97.35.85': 26.041}, {'202.97.57.158': 27.341}, {}, {'124.74.210.54': 27.341}, {'124.74.127.174': 27.465}, {'180.161.148.212': 27.465}]",13,{'124.74.127.174': 29.262},164.203
116.237.220.166,121.576474,31.130105,"[{}, {}, {}, {'10.196.90.69': 1.276}, {'10.196.95.194': 1.276}, {'203.215.232.193': 1.614}, {}, {}, {'202.97.24.245': 22.59}, {'101.95.120.45': 22.59}, {'101.95.92.169': 24.211}, {'116.237.220.166': 27.594}]",12,{'101.95.92.169': 24.211},101.151
180.161.128.186,121.421317,31.21192,"[{}, {}, {}, {'10.196.90.69': 1.135}, {'10.196.95.194': 1.135}, {'203.215.232.193': 1.488}, {}, {'202.97.39.198': 25.278}, {'202.97.83.90': 25.278}, {'61.152.24.97': 25.278}, {'101.95.95.1': 25.278}, {'124.74.210.98': 27.466}, {'101.95.38.70': 27.466}, {'180.161.128.186': 27.55}]",14,{'101.95.38.70': 27.466},187.352
58.40.68.90,121.210081,31.312147,"[{}, {}, {}, {'10.196.90.81': 1.112}, {'10.196.95.190': 1.112}, {'203.215.232.193': 1.56}, {'202.97.6.5': 24.378}, {'202.97.35.85': 26.132}, {'202.97.48.17': 29.108}, {}, {}, {'58.40.68.89': 30.464}, {'58.40.68.90': 30.464}]",13,{'58.40.68.89': 31.53},144.32999999999998
180.161.128.228,121.421691,31.212745,"[{}, {}, {}, {'10.196.90.81': 1.517}, {'10.200.179.138': 1.517}, {'183.91.43.9': 1.517}, {'202.97.116.45': 23.863}, {}, {}, {}, {'101.95.95.81': 26.926}, {'124.74.254.10': 28.156}, {'61.152.13.198': 28.156}, {'180.161.128.228': 28.156}]",14,{'61.152.13.198': 28.638},139.80800000000002
180.160.116.9,121.662712,31.26686,"[{}, {}, {}, {'10.196.90.89': 1.321}, {'10.196.95.186': 1.321}, {'203.215.232.193': 1.602}, {'202.97.6.5': 24.512}, {'202.97.33.125': 26.261}, {'202.97.57.26': 26.261}, {'61.152.24.81': 26.998}, {}, {'101.95.41.106': 26.998}, {'61.152.23.154': 28.508}, {'180.160.116.9': 28.508}]",14,{'61.152.23.154': 28.511},192.29
117.144.183.38,121.200951,31.199993,"[{}, {}, {}, {'10.196.90.77': 0.976}, {'11.50.201.60': 0.976}, {'11.50.201.60': 0.976}, {'223.121.3.29': 1.687}, {'223.120.3.205': 5.861}, {'223.120.3.174': 31.13}, {'221.183.89.170': 31.489}, {'221.183.89.33': 31.489}, {'221.183.89.10': 34.146}, {'221.183.144.82': 34.882}, {'117.185.96.230': 35.777}, {'117.144.183.38': 35.777}]",15,{'117.185.96.230': 36.296},245.166
116.232.82.237,121.366805,31.129348,"[{}, {}, {}, {'10.196.90.77': 1.208}, {'10.200.179.162': 1.208}, {'183.91.43.9': 1.208}, {'202.97.116.13': 23.403}, {}, {}, {'61.172.75.201': 25.036}, {'101.95.92.175': 25.036}, {'116.232.82.237': 25.61}]",12,{'101.95.92.175': 25.036},102.709
116.236.131.194,121.331514,31.046977,"[{}, {}, {}, {'10.196.90.85': 1.009}, {'10.200.179.206': 1.009}, {'183.91.43.9': 1.009}, {'202.97.116.21': 23.383}, {}, {'59.43.38.157': 24.888}, {'59.43.130.213': 25.895}, {'101.95.89.45': 25.895}, {}, {'61.129.146.50': 25.895}, {'116.236.131.193': 25.902}, {'116.236.131.194': 27.56}]",15,{'116.236.131.193': 25.902},182.445
221.181.88.102,121.214423,31.254304,"[{}, {}, {}, {'10.196.90.73': 0.779}, {'11.48.233.58': 1.012}, {'11.48.233.58': 1.012}, {'223.121.2.89': 2.129}, {'223.120.22.65': 3.235}, {'223.120.22.118': 28.426}, {'221.183.89.178': 29.253}, {'221.183.89.33': 29.253}, {'221.183.89.10': 31.557}, {}, {'183.194.120.254': 33.424}, {'221.181.88.102': 33.424}]",15,{'183.194.120.254': 35.802},193.504
218.1.18.86,121.382643,31.250348,"[{}, {}, {}, {'10.196.90.61': 1.311}, {'10.196.95.182': 1.311}, {'203.215.232.193': 1.637}, {}, {}, {'202.97.51.185': 24.016}, {'61.152.25.93': 24.016}, {'61.129.147.14': 24.016}, {'218.1.18.85': 24.016}, {'218.1.18.86': 24.016}]",13,{'218.1.18.85': 25.816},124.33899999999996
139.227.188.7,121.554411,31.275507,"[{}, {}, {'30.1.147.73': 1.143}, {'10.196.90.65': 1.143}, {'11.50.201.63': 1.143}, {'11.50.201.63': 1.143}, {'61.14.203.57': 2.903}, {}, {'202.77.23.29': 6.092}, {}, {'219.158.97.26': 6.142}, {'219.158.97.1': 6.142}, {}, {}, {'139.226.223.154': 34.309}, {'139.227.188.7': 35.337}]",16,{'139.226.223.154': 34.309},95.497
101.94.70.101,121.552347,31.279387,"[{}, {}, {}, {'10.196.90.69': 0.872}, {'10.200.179.206': 0.872}, {'183.91.43.9': 0.872}, {'202.97.116.21': 21.625}, {'202.97.50.194': 23.724}, {'202.97.94.242': 23.724}, {}, {'61.152.24.105': 23.724}, {'101.95.41.6': 23.724}, {'61.152.21.54': 23.724}, {'101.94.70.101': 24.156}]",14,{'61.152.21.54': 23.724},167.01700000000002
116.237.108.137,121.339741,31.228889,"[{}, {}, {}, {'10.196.90.77': 1.33}, {'10.200.179.162': 1.33}, {'183.91.43.9': 1.33}, {'202.97.67.197': 24.32}, {}, {}, {'61.172.75.1': 25.591}, {'101.95.92.169': 25.591}, {'116.237.108.137': 25.591}]",12,{'101.95.92.169': 27.476},105.083
221.181.106.121,121.333959,30.728188,"[{}, {}, {}, {'10.196.90.81': 1.285}, {'11.48.233.55': 1.285}, {'11.48.233.55': 1.285}, {'223.121.2.89': 2.925}, {'223.120.22.65': 12.25}, {}, {'221.183.89.182': 30.044}, {'221.183.89.69': 30.511}, {'221.183.89.46': 32.976}, {'221.183.144.74': 32.976}, {'221.181.106.121': 34.501}]",14,{'221.183.144.74': 32.976},180.03799999999998
180.165.67.189,121.752108,31.055703,"[{}, {}, {}, {'10.196.90.69': 1.21}, {'10.196.95.194': 1.254}, {'203.215.232.193': 1.49}, {'202.97.111.61': 24.375}, {}, {}, {}, {}, {'180.165.67.189': 28.915}]",12,-1,57.244
183.194.3.46,121.625599,31.268049,"[{}, {}, {}, {'10.196.90.85': 0.846}, {'11.48.233.59': 0.846}, {'11.48.233.59': 0.846}, {'223.121.2.89': 1.953}, {'223.120.22.65': 1.953}, {}, {'221.183.89.178': 29.48}, {'221.183.89.33': 29.547}, {'221.183.89.14': 30.465}, {}, {'117.185.97.6': 34.349}, {'183.194.3.46': 34.349}]",15,{'117.185.97.6': 34.843},164.634
117.186.164.93,121.294939,31.102413,"[{}, {}, {}, {'10.196.90.81': 0.838}, {'11.48.233.53': 0.838}, {'11.48.233.51': 0.838}, {'223.121.2.89': 2.462}, {'223.120.22.65': 3.397}, {}, {'221.183.89.182': 31.604}, {'221.183.89.69': 31.888}, {'221.183.89.50': 33.143}, {'221.183.144.86': 35.332}, {'117.186.164.93': 35.501}]",14,{'221.183.144.86': 35.332},175.841
183.195.106.22,121.529435,31.077314,"[{}, {}, {}, {'10.196.90.65': 1.094}, {'11.50.201.50': 1.094}, {'11.50.201.51': 1.094}, {'223.121.3.29': 1.711}, {'223.120.3.205': 9.265}, {'223.120.3.250': 30.749}, {'221.183.89.170': 30.995}, {'221.183.89.33': 30.995}, {}, {}, {'117.185.97.6': 36.977}, {'183.195.106.22': 37.519}]",15,{'117.185.97.6': 36.977},181.493
180.165.66.60,121.74404,31.074849,"[{}, {}, {}, {'10.196.90.73': 1.157}, {'10.196.95.186': 1.157}, {'203.215.232.193': 1.579}, {}, {}, {'202.97.83.34': 26.337}, {'61.152.24.121': 26.337}, {}, {'180.165.66.60': 27.583}]",12,-1,84.15
124.77.196.114,121.500506,31.103534,"[{}, {}, {}, {'10.196.90.69': 1.043}, {'10.200.179.206': 1.043}, {'183.91.43.9': 1.043}, {'202.97.116.13': 23.604}, {}, {'202.97.57.146': 25.708}, {'222.72.236.173': 25.708}, {}, {'124.77.0.1': 25.708}, {'124.77.196.114': 26.586}]",13,{'124.77.0.1': 25.708},130.44299999999998
117.143.89.246,121.480836,31.241234,"[{}, {}, {}, {'10.196.90.61': 1.87}, {'11.48.233.51': 1.87}, {'11.48.233.51': 1.87}, {'223.121.2.89': 3.014}, {'223.120.22.65': 4.649}, {'223.120.22.114': 29.002}, {'221.183.89.178': 30.173}, {'221.183.89.33': 30.173}, {}, {'221.183.144.74': 32.938}, {'183.194.120.30': 34.502}, {'117.143.89.246': 34.502}]",15,{'183.194.120.30': 36.483},204.563
211.136.172.18,121.228125,31.042581,"[{}, {}, {}, {'10.196.90.65': 1.3}, {'11.48.233.55': 1.3}, {'11.48.233.55': 1.3}, {'223.121.2.89': 2.922}, {'223.120.22.65': 3.142}, {'223.120.22.114': 28.742}, {'221.183.89.178': 29.985}, {'221.183.89.33': 29.985}, {'221.183.89.14': 31.227}, {}, {'117.135.41.118': 34.689}, {'211.136.172.18': 35.265}]",15,{'117.135.41.118': 34.689},199.857
180.161.154.227,121.698054,30.927577,"[{}, {}, {}, {'10.196.90.85': 1.029}, {'10.200.179.206': 1.029}, {'183.91.43.9': 1.029}, {'202.97.116.49': 23.189}, {}, {'202.97.50.157': 23.971}, {'61.152.25.137': 25.749}, {}, {'124.74.210.78': 25.749}, {'101.95.121.10': 25.749}, {'180.161.154.227': 25.749}]",14,{'101.95.121.10': 27.76},153.243
180.161.224.135,121.460656,30.946245,"[{}, {}, {}, {'10.196.90.89': 0.847}, {'10.200.180.98': 0.847}, {'183.91.43.9': 0.847}, {'202.97.116.17': 23.532}, {'202.97.90.58': 24.781}, {'202.97.24.217': 24.781}, {'61.152.24.97': 26.471}, {}, {'101.95.94.2': 28.073}, {'124.74.127.142': 28.073}, {'180.161.224.135': 29.694}]",14,{'124.74.127.142': 28.073},187.946
180.167.60.30,121.598052,30.980218,"[{}, {}, {}, {'10.196.90.65': 1.383}, {'10.196.95.190': 1.383}, {'203.215.232.193': 1.603}, {'59.43.244.225': 3.652}, {'59.43.188.229': 25.274}, {'59.43.39.189': 25.908}, {'59.43.22.17': 25.908}, {'101.95.89.77': 29.138}, {}, {'222.72.238.158': 29.138}, {'180.167.60.29': 31.413}, {'180.167.60.30': 31.809}]",15,{'180.167.60.29': 31.413},206.609
180.167.52.106,121.26804,31.358006,"[{}, {}, {}, {'10.196.90.73': 1.414}, {'10.196.95.186': 1.439}, {'203.215.232.193': 1.494}, {'59.43.244.225': 3.218}, {'59.43.248.109': 26.377}, {'59.43.181.49': 28.323}, {}, {'101.95.89.69': 28.323}, {}, {'61.129.147.90': 28.83}, {'180.167.52.105': 30.194}, {'180.167.52.106': 30.194}]",15,{'180.167.52.105': 30.641},179.80599999999998
117.131.10.130,121.327024,30.898246,"[{}, {}, {}, {'10.196.90.81': 0.941}, {'11.48.233.63': 0.941}, {'11.48.233.63': 0.941}, {'223.121.2.89': 2.665}, {'223.120.22.65': 6.518}, {'223.120.3.198': 31.153}, {'221.183.89.178': 31.52}, {'221.183.89.33': 31.52}, {}, {}, {'183.194.120.42': 38.517}, {'117.131.10.130': 40.795}]",15,{'183.194.120.42': 38.517},185.511
139.226.37.99,121.608389,31.289261,"[{'30.77.136.193': 0.676}, {}, {}, {'10.196.90.73': 1.138}, {'11.50.201.63': 1.138}, {'11.50.201.63': 1.138}, {'61.14.203.57': 2.643}, {}, {'202.77.23.29': 5.9}, {'219.158.3.189': 5.9}, {'219.158.4.33': 6.269}, {'219.158.3.17': 10.61}, {}, {}, {'139.226.232.202': 36.539}, {'139.226.37.99': 36.539}]",16,{'139.226.232.202': 36.627},108.49
101.95.27.198,121.631391,31.309902,"[{}, {}, {}, {'10.196.90.69': 1.315}, {'10.196.95.194': 1.439}, {'203.215.232.193': 1.623}, {}, {}, {'202.97.24.189': 23.141}, {}, {'222.72.238.66': 23.141}, {'101.95.27.197': 27.922}, {'101.95.27.198': 27.922}]",13,{'101.95.27.197': 31.115},106.503
180.169.148.66,121.510001,31.248307,"[{}, {}, {}, {'10.196.90.69': 1.033}, {'10.200.179.206': 1.033}, {'183.91.43.9': 1.033}, {'202.97.116.17': 23.77}, {}, {'59.43.247.233': 25.719}, {'59.43.138.45': 25.719}, {'101.95.89.73': 25.719}, {}, {'222.72.238.142': 25.719}, {'218.83.203.177': 25.719}, {'218.83.203.178': 25.719}, {'180.169.148.66': 27.136}]",16,{'218.83.203.178': 25.719},208.319
180.161.149.90,121.699777,30.929527,"[{}, {}, {}, {'10.196.90.89': 1.212}, {'10.196.95.186': 1.247}, {'203.215.232.193': 1.436}, {}, {'202.97.12.209': 23.844}, {'202.97.57.158': 25.002}, {}, {'101.95.94.6': 28.464}, {'124.74.127.174': 28.464}, {'180.161.149.90': 28.464}]",13,{'124.74.127.174': 65.549},138.13299999999998
112.64.50.168,121.356127,31.396701,"[{}, {}, {}, {'10.196.90.69': 0.665}, {'11.48.233.55': 0.665}, {'11.48.233.55': 0.665}, {'61.14.203.25': 1.86}, {}, {'202.77.23.29': 5.677}, {'219.158.3.105': 6.704}, {'219.158.103.33': 7.564}, {'219.158.103.217': 9.782}, {'219.158.6.213': 35.328}, {}, {'139.226.197.154': 35.328}, {'112.64.50.168': 36.094}]",16,{'139.226.197.154': 35.328},140.332
116.236.107.57,121.189812,31.445039,"[{}, {}, {}, {'10.196.90.73': 1.473}, {'10.196.95.186': 1.588}, {'203.215.232.193': 1.751}, {'59.43.244.225': 4.138}, {'59.43.183.81': 27.456}, {'59.43.38.169': 27.456}, {'59.43.138.45': 28.003}, {'101.95.89.93': 28.003}, {}, {'61.129.147.202': 28.647}, {'58.40.11.133': 28.647}, {'58.40.11.134': 28.647}, {'116.236.107.57': 34.463}]",16,{'58.40.11.134': 28.647},240.272
116.232.6.207,121.705475,31.113683,"[{}, {}, {}, {'10.196.90.61': 1.26}, {'10.200.179.162': 1.559}, {'183.91.43.9': 1.559}, {'202.97.116.13': 23.921}, {'202.97.85.33': 23.921}, {}, {}, {'101.95.92.175': 23.921}, {'116.232.6.207': 27.356}]",12,{'101.95.92.175': 23.921},103.497
114.85.79.30,121.49436,30.849525,"[{}, {}, {}, {'10.196.90.69': 0.857}, {'10.200.179.206': 0.857}, {'183.91.43.9': 0.857}, {'202.97.116.21': 22.153}, {}, {'202.97.71.29': 23.624}, {}, {'61.152.10.110': 23.624}, {'114.85.79.30': 26.167}]",12,{'61.152.10.110': 23.624},98.139
120.253.169.150,121.373248,31.129908,"[{}, {}, {}, {'10.196.90.77': 1.009}, {'11.50.201.54': 1.009}, {'11.50.201.53': 1.009}, {'223.121.3.29': 1.808}, {'223.120.2.49': 3.434}, {'223.120.22.106': 31.484}, {'221.183.89.174': 31.484}, {'221.183.89.69': 31.484}, {'221.183.89.46': 32.77}, {}, {}, {'120.253.169.150': 37.745}]",15,-1,173.23600000000002
116.232.12.199,121.488253,31.180081,"[{}, {}, {}, {'10.196.90.77': 1.591}, {'10.200.179.162': 1.591}, {'183.91.43.9': 1.591}, {}, {}, {'202.97.83.134': 22.935}, {}, {'101.95.92.177': 24.973}, {'116.232.12.199': 28.174}]",12,{'101.95.92.177': 24.973},80.85499999999999
101.230.2.251,121.390554,31.174289,"[{}, {}, {}, {'10.196.90.89': 1.352}, {'10.196.95.186': 1.352}, {'203.215.232.193': 1.606}, {'59.43.244.225': 3.953}, {'59.43.248.109': 26.601}, {}, {}, {'61.152.24.202': 28.679}, {'101.95.89.62': 28.679}, {'61.129.146.194': 28.679}, {'101.95.131.101': 28.679}, {'101.95.131.102': 28.679}, {'101.230.2.251': 29.687}]",16,{'101.95.131.102': 28.679},207.946
116.232.86.76,121.381111,31.099497,"[{}, {}, {}, {'10.196.90.65': 1.335}, {'10.196.95.190': 1.335}, {'203.215.232.193': 1.695}, {}, {'202.97.33.153': 23.693}, {}, {}, {'101.95.92.176': 26.388}, {'116.232.86.76': 26.642}]",12,{'101.95.92.176': 26.388},81.088
116.230.226.173,121.914712,30.898226,"[{}, {}, {}, {'10.196.90.85': 1.011}, {'10.200.179.206': 1.011}, {'183.91.43.9': 1.011}, {'202.97.116.21': 21.835}, {}, {'202.97.52.25': 24.777}, {'222.72.237.9': 26.476}, {}, {'116.230.226.173': 26.765}]",12,-1,102.886
218.80.126.50,121.456161,31.199359,"[{}, {}, {}, {'10.196.90.81': 1.354}, {'10.200.179.138': 1.354}, {'183.91.43.9': 1.354}, {}, {'202.97.85.197': 25.39}, {}, {}, {'101.95.95.9': 25.39}, {'61.152.52.86': 27.927}, {'218.80.126.50': 27.927}]",13,{'61.152.52.86': 28.332},110.696
180.161.227.199,121.464157,30.945983,"[{}, {}, {}, {'10.196.90.85': 1.079}, {'10.200.179.206': 1.079}, {'183.91.43.9': 1.079}, {}, {}, {'202.97.67.221': 26.375}, {'101.95.120.93': 27.19}, {}, {'124.74.210.54': 27.19}, {'124.74.127.162': 30.076}, {'180.161.227.199': 30.076}]",14,{'124.74.127.162': 31.227},144.144
117.186.206.70,121.47859,30.924263,"[{}, {}, {}, {'10.196.90.65': 1.244}, {'11.50.201.51': 1.244}, {'11.50.201.54': 1.244}, {}, {'223.120.3.205': 5.235}, {'223.120.22.110': 30.185}, {'221.183.89.170': 30.812}, {'221.183.89.33': 30.812}, {'221.183.89.10': 33.034}, {'221.183.144.82': 33.51}, {'117.135.40.198': 37.433}, {'117.186.206.70': 37.433}]",15,{'117.135.40.198': 38.635},242.186
202.101.32.138,121.314106,31.344123,"[{}, {}, {'30.1.147.37': 0.81}, {'10.196.90.73': 1.288}, {'10.196.95.186': 1.288}, {'203.215.232.193': 1.505}, {}, {'202.97.33.125': 21.975}, {'202.97.57.26': 27.0}, {}, {}, {'61.129.146.82': 27.0}, {'222.72.117.245': 27.946}, {'222.72.117.246': 27.946}, {'202.101.32.138': 29.895}]",15,{'222.72.117.246': 27.946},166.65300000000002
116.226.72.229,121.744358,31.067473,"[{}, {}, {}, {'10.196.90.85': 1.255}, {'10.196.95.194': 1.255}, {'203.215.232.193': 1.727}, {}, {'202.97.35.85': 22.62}, {'202.97.24.193': 25.06}, {}, {'124.74.218.30': 25.233}, {'116.226.72.229': 26.907}]",12,{'124.74.218.30': 25.233},104.057
221.181.106.189,121.334978,30.726511,"[{}, {}, {}, {'10.196.90.73': 0.835}, {'11.50.201.50': 0.835}, {'11.50.201.50': 0.835}, {'223.121.3.29': 1.736}, {}, {'223.120.3.178': 30.518}, {'221.183.89.170': 31.556}, {'221.183.89.33': 31.556}, {'221.183.89.10': 34.055}, {}, {'221.181.106.189': 35.948}]",14,-1,167.874
210.13.65.250,121.276187,31.034677,"[{}, {}, {}, {'10.196.90.73': 1.298}, {'11.50.201.63': 1.298}, {'11.50.201.63': 1.298}, {'61.14.203.57': 3.183}, {'103.239.176.1': 3.208}, {'202.77.23.137': 5.375}, {'218.105.1.13': 5.375}, {'218.105.2.133': 7.524}, {'218.105.131.198': 34.058}, {'218.105.2.210': 35.046}, {'210.13.116.82': 35.73}, {'210.13.65.249': 36.581}, {'210.13.65.250': 36.581}]",16,{'210.13.65.249': 37.011},206.555
101.95.169.66,121.447747,31.349218,"[{}, {}, {}, {'10.196.90.89': 1.027}, {'10.200.180.98': 1.027}, {'183.91.43.9': 1.027}, {'202.97.67.197': 24.081}, {}, {'202.97.24.221': 24.75}, {}, {'61.129.147.222': 27.296}, {'101.95.169.65': 27.296}, {'101.95.169.66': 27.296}]",13,{'101.95.169.65': 27.487},133.79999999999998
117.131.10.190,121.416485,31.020965,"[{}, {}, {}, {'10.196.90.73': 0.955}, {'11.48.233.59': 0.962}, {'11.48.233.59': 0.962}, {'223.121.2.89': 2.288}, {'223.120.22.65': 3.055}, {'223.120.3.190': 30.573}, {'221.183.89.182': 31.417}, {'221.183.89.69': 31.911}, {'221.183.89.46': 33.185}, {}, {'183.194.120.30': 36.594}, {'117.131.10.190': 36.594}]",15,{'183.194.120.30': 37.621},208.496
101.94.26.5,121.420575,30.914468,"[{}, {}, {}, {'10.196.90.69': 0.978}, {'10.200.179.206': 0.978}, {'183.91.43.9': 0.978}, {'202.97.116.21': 21.777}, {}, {}, {'101.95.88.141': 22.008}, {'124.74.210.54': 27.264}, {'101.95.36.138': 29.352}, {'101.94.26.5': 29.352}]",13,{'101.95.36.138': 32.399},132.687
101.94.26.219,121.422318,30.914882,"[{}, {}, {}, {'10.196.90.89': 0.885}, {'10.200.180.98': 0.885}, {'183.91.43.9': 0.885}, {'202.97.116.21': 21.711}, {}, {'202.97.50.133': 23.464}, {'61.152.24.249': 28.016}, {}, {'124.74.210.54': 28.016}, {'101.95.36.138': 28.6}, {'101.94.26.219': 28.6}]",14,{'101.95.36.138': 107.974},161.06199999999998
218.1.208.40,121.384659,31.389288,"[{}, {}, {}, {'10.196.90.77': 1.427}, {'10.200.179.162': 1.427}, {'183.91.43.9': 1.427}, {'202.97.116.41': 25.094}, {}, {'202.97.83.134': 25.094}, {'61.152.26.81': 27.625}, {}, {}, {'218.1.208.40': 27.625}]",13,-1,109.719
101.94.31.145,121.422341,30.913627,"[{}, {}, {}, {'10.196.90.65': 1.435}, {'10.200.179.138': 1.435}, {'183.91.43.9': 1.435}, {'202.97.116.13': 23.333}, {}, {'202.97.24.217': 23.333}, {}, {'101.95.94.2': 23.874}, {'124.74.127.146': 23.874}, {'101.94.31.145': 28.118}]",13,{'124.74.127.146': 23.874},126.837
180.161.155.16,121.698556,30.928917,"[{}, {}, {}, {'10.196.90.89': 0.999}, {'10.200.180.98': 0.999}, {'183.91.43.9': 0.999}, {'202.97.116.41': 25.111}, {}, {}, {'61.152.25.225': 26.524}, {'101.95.94.2': 26.524}, {'124.74.127.154': 26.524}, {'180.161.155.16': 29.101}]",13,{'124.74.127.154': 26.524},136.781
180.160.114.208,121.66354,31.265755,"[{}, {}, {}, {'10.196.90.61': 1.254}, {'10.196.95.182': 1.274}, {'203.215.232.193': 1.557}, {}, {}, {'202.97.50.133': 23.943}, {}, {'101.95.41.118': 24.253}, {'61.152.19.86': 24.253}, {'180.160.114.208': 27.629}]",13,{'61.152.19.86': 24.253},104.163
183.194.72.162,121.421187,31.237578,"[{}, {}, {}, {'10.196.90.77': 0.915}, {'11.48.233.63': 0.915}, {'11.48.233.61': 0.915}, {'223.121.2.89': 2.773}, {'223.120.22.65': 2.773}, {'223.120.22.118': 29.113}, {'221.183.89.182': 29.977}, {}, {'221.183.89.46': 34.154}, {}, {'120.204.36.86': 34.154}, {'183.194.72.162': 34.551}]",15,{'120.204.36.86': 34.154},170.24
180.169.116.82,121.78269,31.139191,"[{}, {}, {}, {'10.196.90.61': 1.231}, {'10.196.95.182': 1.231}, {'203.215.232.193': 1.653}, {'59.43.244.225': 3.585}, {'59.43.188.229': 25.235}, {'59.43.247.233': 26.219}, {'59.43.130.209': 26.219}, {'101.95.89.113': 26.219}, {}, {'222.72.238.166': 27.053}, {'180.169.116.81': 27.484}, {'180.169.116.82': 27.484}]",15,{'180.169.116.81': 31.774},193.61300000000003
